molecule,beta_rst_converged,br-iters,br-energy,br-s2,reference_converged,reference_nao,candidate_nao,alpha_electrons_reference,alpha_electrons_candidate,beta_electrons_reference,beta_electrons_candidate,alpha_electron_count_error,beta_electron_count_error,occupation_count_match,alpha_fractional_occupations_reference,alpha_fractional_occupations_candidate,beta_fractional_occupations_reference,beta_fractional_occupations_candidate,alpha_subspace_mean_squared_overlap,alpha_subspace_min_squared_overlap,alpha_subspace_rms_sine_angle,beta_subspace_mean_squared_overlap,beta_subspace_min_squared_overlap,beta_subspace_rms_sine_angle,reference_integrated_spin,candidate_integrated_spin,integrated_spin_error,spin_density_cosine_similarity,spin_density_relative_l2_error,spin_density_relative_l1_error,atomic_spin_rmse,atomic_spin_max_abs_error,soscf_energy,soscf_s2,soscf_converged,energy_difference_meh,absolute_energy_difference_meh,spin_square_difference
dsgdb9nsd_000360,True,173,-286.0301522824,0.75016,True,162,168,25.0,25.0,24.0,24.0,0.0,0.0,True,0,0,0,0,0.9600095505590044,0.0018264558131183,0.1999761221771134,0.9999280342055432,0.9996036721225484,0.0084832655538251,0.9999966154400136,0.9999231233116416,-7.349212837193253e-05,0.3874839507940532,1.0041749374469462,1.1313583695032956,0.4821557696460244,1.1736544235489694,-286.0296605230214,0.7501607598087148,True,-0.49175937863310537,0.49175937863310537,-7.598087147231425e-07
dsgdb9nsd_000399,True,18,-247.8086530792,0.750259,True,150,156,23.0,23.0,22.0,22.0,0.0,0.0,True,0,0,0,0,0.9986338050114312,0.968814451086646,0.0369620750035588,0.9999872792475027,0.9999065703242452,0.0035666163933592,0.9999220234321304,0.9999303022144508,8.278782320236822e-06,0.9782194281846268,0.2821194560810799,0.2603261703131221,1.4218081228844477,4.400737263142513,-247.81230842486806,0.7501736314842589,True,3.6553456680508134,3.6553456680508134,8.536851574114657e-05
dsgdb9nsd_000401,True,22,-263.7954661504,0.750206,True,144,150,23.0,23.0,22.0,22.0,0.0,0.0,True,0,0,0,0,0.999460945444303,0.9878626929938054,0.023217548442872,0.9999862007229624,0.9998801684667884,0.003714737815478,0.9999559713651318,0.9999680889466932,1.2117581561499335e-05,0.991006046370547,0.1525737227747011,0.1513897669838807,1.1028050473530275,3.238697347953245,-263.7964825099549,0.7501873428699106,True,1.0163595549101956,1.0163595549101956,1.8657130089416718e-05
dsgdb9nsd_000407,True,220,-268.8019984112,0.7503,True,156,162,24.0,24.0,23.0,23.0,0.0,0.0,True,0,0,0,0,0.9933701170521454,0.8412961136581336,0.0814240931656885,0.9999822093450944,0.9999070627566964,0.0042178969766462,0.999920988742466,0.9999238420170484,2.853274582492737e-06,0.893730675246335,0.4573330709901581,0.5667943544071192,0.2296448128606755,0.3902660759190494,-268.79069918407265,0.7512233555208567,True,-11.29922712732423,11.29922712732423,-0.0009233555208567612
dsgdb9nsd_000419,True,144,-268.8150052247,0.750273,True,156,162,24.0,24.0,23.0,23.0,0.0,0.0,True,0,0,0,0,0.999614184562982,0.9908436439479908,0.0196421851385786,0.9999952210817245,0.9999679565042376,0.0021860737123471,1.0000804477712992,1.0000888873982243,8.43962692531619e-06,0.99286655990218,0.1362365185936111,0.1324186306686396,1.4361892968526884,3.125536155247852,-268.8156422124225,0.7502422399344262,True,0.6369877225438358,0.6369877225438358,3.076006557378719e-05
dsgdb9nsd_000422,True,96,-304.661227043,0.750188,True,144,150,24.0,24.0,23.0,23.0,0.0,0.0,True,0,0,0,0,0.999283369200982,0.9829190774183236,0.02676996075862,0.9999944491860194,0.9999720717228584,0.0023560165493081,0.9998315575933636,0.9998146619545742,-1.6895638789371503e-05,0.988689765687867,0.18507886196514,0.1891770894934459,1.041273441369588,2.89720264657914,-304.6620340782763,0.7501754420417939,True,0.8070352762956645,0.8070352762956645,1.2557958206094177e-05
dsgdb9nsd_000424,True,255,-304.6213127779,0.75024,True,144,150,24.0,24.0,23.0,23.0,0.0,0.0,True,0,0,0,0,0.963672926144522,0.1453661921458903,0.1905966260338258,0.9987906380474268,0.991838835760645,0.0347758817655784,1.0001134478880265,1.000007867260303,-0.0001055806277232,0.0876310553218977,9.745202095269669,1.885609937007256,0.9873605602596917,2.440027002451115,-304.62128856602794,0.7502308645536822,True,-0.0242118720734652,0.0242118720734652,9.135446317865004e-06
dsgdb9nsd_000430,True,121,-320.6178538778,0.750185,True,138,144,24.0,24.0,23.0,23.0,0.0,0.0,True,0,0,0,0,0.9999812709049126,0.9996847187889876,0.0043277124543402,0.9999933957866188,0.9999522361531872,0.0025698664131549,0.9999259132683418,0.9999288933239424,2.980055600732001e-06,0.9997802995565084,0.021344722172066,0.0195681039086277,0.1308674511124623,0.3504936632789112,-320.61690684302687,0.7501890401306106,True,-0.9470347731053153,0.9470347731053153,-4.040130610616366e-06
dsgdb9nsd_000441,True,171,-319.4941239456,0.75034,True,126,132,23.0,23.0,22.0,22.0,0.0,0.0,True,0,0,0,0,0.9564076989875192,6.73235132524274e-11,0.2087876936327449,0.9997189505135998,0.9959343434032272,0.0167645306048287,0.9999618330526386,1.0000135257263152,5.169267367655106e-05,-0.0587182680434057,1.2592803885663322,1.3528417144232052,1.3843716119605345,3.33348464402919,-319.4713713153825,0.753221422869025,True,-22.752630217496517,22.752630217496517,-0.002881422869025041
dsgdb9nsd_000487,True,18,-230.5391344271,0.750562,True,144,150,22.0,22.0,21.0,21.0,0.0,0.0,True,0,0,0,0,0.9994010615461016,0.9869533010531516,0.0244732191159735,0.999993220845077,0.9999736364944228,0.0026036810332552,0.999958108099826,0.999960547083076,2.4389832500304465e-06,0.981860772557483,0.2407902245462407,0.1853168113351266,4.181544165737889,7.516501667624592,-230.5405816068431,0.7504882045596979,True,1.4471797430815059,1.4471797430815059,7.37954403020602e-05
dsgdb9nsd_000489,True,29,-262.6535905945,0.750257,True,132,138,22.0,22.0,21.0,21.0,0.0,0.0,True,0,0,0,0,0.9545245287848836,5.8386234833008265e-08,0.2132497859673403,0.9999845869656292,0.9999465065313956,0.0039259437554049,0.9999288814209328,0.99998594706218,5.706564124707825e-05,0.6358410379954992,0.8457978527460739,0.8142253210894358,0.8357007645489573,1.4142406711936188,-262.6693019199742,0.750510002089289,True,15.711325474228488,15.711325474228488,-0.0002530020892890228
dsgdb9nsd_000502,True,72,-304.6358492051,0.751264,True,144,150,24.0,24.0,23.0,23.0,0.0,0.0,True,0,0,0,0,0.958256583493197,0.0007837224522758,0.2043120566848733,0.999879057806672,0.99898714030121,0.0109973721100997,0.999954652672696,1.000072392761464,0.0001177400887681,0.2081349967864536,1.272083989365853,1.3809484744620932,0.8250627265628553,2.038366165415669,-304.64669054926185,0.750275052182225,True,10.841344161860889,10.841344161860889,0.0009889478177750322
dsgdb9nsd_000574,True,22,-247.8077826268,0.750232,True,150,156,23.0,23.0,22.0,22.0,0.0,0.0,True,0,0,0,0,0.998459337409442,0.9648135758034786,0.0392512750182471,0.9999869349873148,0.9999039416963018,0.0036145556691371,0.9999765074870488,0.9999770759375524,5.684505035574716e-07,0.9674144605227574,0.2870824919644315,0.2781717564234415,1.2886929057614256,3.816825704470201,-247.8093962846212,0.7502055334820099,True,1.613657821195602,1.613657821195602,2.6466517990098026e-05
dsgdb9nsd_000591,True,19,-269.9515122361,0.750182,True,168,174,25.0,25.0,24.0,24.0,0.0,0.0,True,0,0,0,0,0.9995355749418028,0.9886001799401744,0.0215505233856887,0.9999905863619656,0.99993170745213,0.0030681652553858,0.999837107497084,0.9998459301917396,8.822694655630237e-06,0.9897609604829016,0.1439463395959972,0.1538958015146692,0.4048935346328574,1.1789446531365653,-269.95155773492274,0.7501660459449226,True,0.045498822771605774,0.045498822771605774,1.5954055077371798e-05
dsgdb9nsd_000609,True,279,-284.7983080702,0.750209,True,150,156,24.0,24.0,23.0,23.0,0.0,0.0,True,0,0,0,0,0.9576305739928058,0.0068630791054265,0.2058383492141205,0.998297096358528,0.989575624680258,0.0412662530583065,1.0000382212743428,0.9999991592742276,-3.906200011516425e-05,0.0271549132050518,9.122412416703105,2.006207321314597,1.2826775411824265,3.1868826045776264,-284.79877340121635,0.7501887440712594,True,0.4653310163575952,0.4653310163575952,2.025592874066451e-05
dsgdb9nsd_000664,True,19,-304.5580499311,0.750194,True,144,150,24.0,24.0,23.0,23.0,0.0,0.0,True,0,0,0,0,0.9999865441226232,0.9998372926962829,0.0036682253715857,0.9999929439470598,0.999948956594969,0.0026563231994916,1.000035766535898,1.0000354871226238,-2.7941327407354777e-07,0.9998380790153196,0.018042777310211,0.0201225637048523,0.0149583221001117,0.0308505611125704,-304.5572837104314,0.7501936865290162,True,-0.7662206685949968,0.7662206685949968,3.1347098383704974e-07
dsgdb9nsd_000670,True,206,-283.6066376707,0.750245,True,138,144,23.0,23.0,22.0,22.0,0.0,0.0,True,0,0,0,0,0.9561226791957254,0.0032306746579486,0.209469140458146,0.9996155541653492,0.9980669973421096,0.0196072903444296,0.9999063450232316,1.0001269777131374,0.0002206326899059,-0.0583772472389789,3.6316300435691344,1.7506754210509643,1.256533313153315,2.585122495906373,-283.60733005704907,0.7501636182487665,True,0.6923863490442272,0.6923863490442272,8.138175123351132e-05
dsgdb9nsd_000706,True,17,-304.5667666832,0.750106,True,144,150,24.0,24.0,23.0,23.0,0.0,0.0,True,0,0,0,0,0.9582499283068046,6.050303228362375e-05,0.2043283428533482,0.9999001994768798,0.9994646293509488,0.009990021177173,0.99992822436437,1.0000040546145563,7.583025018664813e-05,0.3397097759514859,1.2848317814260053,1.2706193374448689,1.0682123659878566,1.433175123849618,-304.55413363178377,0.750145712451527,True,-12.6330514162305,12.6330514162305,-3.971245152689651e-05
dsgdb9nsd_000711,True,23,-263.6607880844,0.750163,True,144,150,23.0,23.0,22.0,22.0,0.0,0.0,True,0,0,0,0,0.956498952738,6.0820078028722085e-05,0.2085690467495117,0.9999731989203132,0.9996295696639144,0.0051769759210031,0.9999956426971444,1.0001090316248125,0.0001133889276681,0.7757695150594542,0.6366482484401672,0.6826133797720247,0.2327994467855082,0.3245894992239999,-263.6421237727416,0.7501356620147135,True,-18.66431165836957,18.66431165836957,2.7337985286535194e-05
dsgdb9nsd_000713,True,22,-303.321045438,0.750092,True,132,138,23.0,23.0,22.0,22.0,0.0,0.0,True,0,0,0,0,0.9999917319753036,0.999921338269829,0.0028754173081906,0.9999919094397934,0.9999199218063098,0.0028443910080622,0.9999999794380908,0.999999257637212,-7.218008786225028e-07,0.9998704798078228,0.0161647844441459,0.006597044686498,0.0035602635865868,0.0048847888701764,-303.3201345093411,0.7500905735474248,True,-0.9109286589250587,0.9109286589250587,1.4264525751706003e-06
dsgdb9nsd_000749,True,345,-279.746349457,0.794895,True,138,144,23.0,23.0,22.0,22.0,0.0,0.0,True,0,0,0,0,0.9550002593479328,0.0011395183023802,0.2121314230661438,0.9980987075755104,0.9817501270737988,0.0436038120408017,0.9999109707527792,0.9999850242056824,7.405345290312226e-05,0.0254844213343705,10.384400787776764,2.2589674527053023,1.1592387442769871,3.2769415553570447,-279.78636447758055,0.7501729882619514,True,40.015020580540295,40.015020580540295,0.04472201173804857
dsgdb9nsd_000846,True,357,-338.6928728846,0.750447,True,162,169,27.0,27.0,26.0,26.0,0.0,0.0,True,0,0,0,0,0.9619231246970537,3.837868080482487e-05,0.1951329682625327,0.9985757442885804,0.9775137986357127,0.037739312545668,0.9999281821948846,0.999978474900783,5.029270589840262e-05,-0.008727743099396,6.486432549277082,2.0160739896031394,0.8332788203752031,1.6468468341275582,-338.6924362457763,0.7501984019715877,True,-0.4366388236576313,0.4366388236576313,0.0002485980284122613
dsgdb9nsd_000876,True,191,-354.6955876674,0.750222,True,156,163,27.0,27.0,26.0,26.0,0.0,0.0,True,0,0,0,0,0.9999646722016952,0.9991483508157966,0.0059437192316668,0.9999957192592498,0.9999719030941592,0.0020689951063756,0.9999290731207804,0.999929015580024,-5.7540756492890934e-08,0.9991972674442589,0.0450648987507691,0.0418140413567923,0.1720534788045438,0.422890149374205,-354.6946842174422,0.7501762776824492,True,-0.9034499577751376,0.9034499577751376,4.572231755084477e-05
dsgdb9nsd_000934,True,317,-301.6978970834,0.859253,True,162,169,26.0,26.0,25.0,25.0,0.0,0.0,True,0,0,0,0,0.9999907644286888,0.9999175149335298,0.0030390082776003,0.99999209502513,0.9999456626542688,0.0028115787149055,1.0000138851146203,1.0000125549891297,-1.3301254906394888e-06,0.9999780247489772,0.0067797601065474,0.0040872233604011,0.0066615884292022,0.0166558739883057,-301.69753802474725,0.8589780181508146,True,-0.35905865274799,0.35905865274799,0.00027498184918539614
dsgdb9nsd_000994,True,432,-358.5027220641,0.752986,True,156,163,27.0,27.0,26.0,26.0,0.0,0.0,True,0,0,0,0,0.9999589403657242,0.9990719610141744,0.0064077791999897,0.9999924337115798,0.999940024677036,0.0027506887174359,0.9999437816112302,0.9999454698558908,1.6882446605137602e-06,0.9935906626017303,0.1239628535310382,0.0552636314789566,0.3463695927348273,0.9442023972034614,-358.5023203931251,0.752386919003925,True,-0.40167097489529624,0.40167097489529624,0.0005990809960750854
dsgdb9nsd_001302,True,152,-323.8705449498,0.75018,True,180,187,28.0,28.0,27.0,27.0,0.0,0.0,True,0,0,0,0,0.964244659917553,1.3408555321073969e-05,0.1890908249557524,0.9999554237778528,0.999716338502936,0.0066765426791927,0.9998750503286612,0.999974769155255,9.971882659387532e-05,0.5389965461972536,0.9687285000678534,1.0871225451645774,0.801986123021412,2.360747564465236,-323.8528176825188,0.750097165286526,True,-17.72726728120233,17.72726728120233,8.283471347392268e-05
dsgdb9nsd_001303,True,202,-323.8247498374,0.75014,True,180,187,28.0,28.0,27.0,27.0,0.0,0.0,True,0,0,0,0,0.9634952464781716,0.0003786147653583,0.1910621718756187,0.9986506009207052,0.9898444105814678,0.0367341677365212,1.00000895484002,0.9999889385643548,-2.0016275665168948e-05,0.0157239034458272,8.512626288650404,1.9956272381165496,1.4154258691535215,3.846319732810164,-323.84535615198666,0.7501731021666451,True,20.606314586643748,20.606314586643748,-3.310216664509369e-05
dsgdb9nsd_001304,True,233,-343.6806743158,0.750132,True,174,181,28.0,28.0,27.0,27.0,0.0,0.0,True,0,0,0,0,0.9648175185375356,0.0372371147462617,0.1875699375232198,0.9984800578590336,0.9867068946862944,0.0389864353457227,0.9999424679601508,1.0000091715758093,6.670361565841443e-05,0.041685522873547,10.36955721761164,2.088066982975352,1.057563279754768,2.478568844897861,-343.6825930916405,0.7501122253709305,True,1.9187758405223576,1.9187758405223576,1.9774629069546634e-05
dsgdb9nsd_001357,True,14,-344.8234987172,0.750185,True,186,193,29.0,29.0,28.0,28.0,0.0,0.0,True,0,0,0,0,0.9996437440498426,0.9901097976307276,0.0188747437110368,0.9999836843237204,0.9998760814876964,0.0040392667997591,1.0000711026356803,1.0000647482156593,-6.354420021059681e-06,0.9936994351956246,0.1234248692779828,0.1354143272110022,0.4775651071733566,1.37502163921524,-344.82352123192624,0.7501782836018194,True,0.022514726254030393,0.022514726254030393,6.716398180617311e-06
dsgdb9nsd_001776,True,186,-343.6638012329,0.750228,True,174,181,28.0,28.0,27.0,27.0,0.0,0.0,True,0,0,0,0,0.9664727815889458,0.0841958222281152,0.1831043921129533,0.9985740470851008,0.990236704992204,0.0377617917331667,1.0001418298643197,0.9999879127996782,-0.0001539170646414,0.0719027730564296,7.783228095898102,1.9442049026474304,1.0514107809755933,2.457602306956057,-343.6653839186068,0.7501964254903477,True,1.5826857067509081,1.5826857067509081,3.157450965229902e-05
dsgdb9nsd_001821,True,16,-341.3950249493,0.788982,True,150,157,26.0,26.0,25.0,25.0,0.0,0.0,True,0,0,0,0,0.9999921908416212,0.99991353904768,0.0027944871405575,0.9999919536761632,0.9999139627303912,0.0028366042792365,1.0000050378720426,1.0000043200606017,-7.178114409533976e-07,0.9999884392910234,0.0048477020943532,0.0034545581098369,0.012323639482618,0.0290557857121653,-341.3944493799717,0.7889912114652873,True,-0.5755693283049368,0.5755693283049368,-9.211465287317644e-06
dsgdb9nsd_001910,True,125,-342.4724824504,0.750216,True,162,169,27.0,27.0,26.0,26.0,0.0,0.0,True,0,0,0,0,0.999926615046605,0.9982076042449556,0.0085665018178481,0.9999919759929,0.9999447001862466,0.0028326678414729,0.999898301391936,0.99990227981421,3.978422273842597e-06,0.9993884209826432,0.040034072024009,0.0528336937046779,0.3505649900672196,0.7803043228766866,-342.47202935293564,0.7502135076734326,True,-0.4530974643444097,0.4530974643444097,2.4923265673493233e-06
dsgdb9nsd_002157,True,111,-323.8699732134,0.750217,True,180,187,28.0,28.0,27.0,27.0,0.0,0.0,True,0,0,0,0,0.9985647865298556,0.9600715250755776,0.0378842113570377,0.9999897288682796,0.9999310052557284,0.003204860639741,0.9999361119152398,0.9999524062998004,1.6294384560522346e-05,0.9708172494496192,0.2500934464646979,0.27307883820894,0.9521675876872993,3.034773137335059,-323.8717340077017,0.7501748090174836,True,1.760794301731039,1.760794301731039,4.219098251645459e-05
dsgdb9nsd_002192,True,106,-343.7054299451,0.750183,True,174,181,28.0,28.0,27.0,27.0,0.0,0.0,True,0,0,0,0,0.999713756067217,0.9922087599327092,0.0169187450120528,0.9999907789651084,0.999944166755297,0.0030366156970601,0.9995569990392518,0.9995041133672304,-5.288567202132999e-05,0.9943703028799564,0.1203398054689265,0.1146999327741107,0.437917174803799,1.0497523733764376,-343.70573885193244,0.7501737773969346,True,0.3089068324584332,0.3089068324584332,9.222603065461854e-06
dsgdb9nsd_002195,True,226,-379.4991901717,0.750295,True,162,169,28.0,28.0,27.0,27.0,0.0,0.0,True,0,0,0,0,0.9663000443365378,0.0781167707000424,0.1835754767485628,0.998786839451648,0.989564696550332,0.0348304543230764,0.9998501213051834,0.9999936110840696,0.0001434897788861,0.037522261198036,7.295111010518743,1.9470984560796376,0.6992174093620535,1.650817114810086,-379.4982503807573,0.7502981394747827,True,-0.9397909426525075,0.9397909426525075,-3.1394747826984926e-06
dsgdb9nsd_002196,True,90,-307.8563175315,0.750312,True,186,193,28.0,28.0,27.0,27.0,0.0,0.0,True,0,0,0,0,0.9993557912069844,0.9821653045496797,0.0253812685462234,0.9999921565506812,0.9999526600877204,0.0028006158820464,0.9999301914808384,0.999958642187601,2.8450706762717104e-05,0.987910214377127,0.1891854316870138,0.1807876938001039,1.6213452734496538,3.637030291419353,-307.8574876001354,0.75026291113155,True,1.170068635417465,1.170068635417465,4.908886845000904e-05
dsgdb9nsd_002200,True,154,-343.6667421589,0.750259,True,174,181,28.0,28.0,27.0,27.0,0.0,0.0,True,0,0,0,0,0.9998691036014816,0.9965257003346458,0.0114409963953406,0.9999925167936526,0.9999460879290608,0.002735544981786,0.9999085248798614,0.9999000915636462,-8.433316215139541e-06,0.9961166384186212,0.0931243178481591,0.0904879033178578,0.2821755595577817,0.7003302879803869,-343.6662289779334,0.7502596753067792,True,-0.5131809666067966,0.5131809666067966,-6.753067791631651e-07
dsgdb9nsd_002494,True,78,-304.2046337235,0.773517,True,150,157,25.0,25.0,24.0,24.0,0.0,0.0,True,0,0,0,0,0.9999631335505068,0.9991928991346848,0.0060717748223298,0.9999932808471054,0.9999548336298124,0.0025921328852351,1.000002357327425,1.0000007363937464,-1.620933678614378e-06,0.9999753669582564,0.0084845156174582,0.0121578513435251,0.125106264007937,0.2263426133595804,-304.20434784364164,0.7731840374719248,True,-0.2858798583815769,0.2858798583815769,0.0003329625280752424
dsgdb9nsd_002563,True,392,-336.2900839421,0.750934,True,138,145,25.0,25.0,24.0,24.0,0.0,0.0,True,0,0,0,0,0.962088421519907,0.0895726304659754,0.1947089583971238,0.9990217554154248,0.9944095028936174,0.03127690177392,1.000025008510698,1.0000107576059198,-1.4250904778245754e-05,0.2886817786065305,6.055316560916679,2.1493652478929244,2.0472821850708427,4.081789790787042,-336.2921155904397,0.7506826977981973,True,2.031648339709591,2.031648339709591,0.00025130220180269447
dsgdb9nsd_002565,True,21,-321.4931475633,0.750224,True,156,163,26.0,26.0,25.0,25.0,0.0,0.0,True,0,0,0,0,0.9605733803113996,2.747580114956134e-05,0.1985613751176212,0.9985824107671358,0.9914471923759388,0.0376508862161873,1.0000074271982264,1.0000765786076276,6.915140940111364e-05,0.0234535813821839,1.0055281487009096,1.5730588598451454,0.7372280199599139,1.3712677480851827,-321.4873575907378,0.7722522088303343,True,-5.789972562183721,5.789972562183721,-0.022028208830334295
dsgdb9nsd_002812,True,21,-304.1841475496,0.750253,True,150,157,25.0,25.0,24.0,24.0,0.0,0.0,True,0,0,0,0,0.9988264660228984,0.9709502714727803,0.0342568821859453,0.9999874941770952,0.9999268155789216,0.0035363572931714,1.0000034569744645,0.9999995998717224,-3.857102742088614e-06,0.9832981483941756,0.2641228182102504,0.2498940191674798,1.2097302888351584,2.3827594445185776,-304.1847009823441,0.750192543076821,True,0.553432744084148,0.553432744084148,6.045692317890872e-05
dsgdb9nsd_002814,True,19,-300.5124969637,0.750222,True,150,157,25.0,25.0,24.0,24.0,0.0,0.0,True,0,0,0,0,0.959963137819904,9.936366278898404e-07,0.2000921342284502,0.9999593258758902,0.9997605755751366,0.006377626839961,1.0000167161776454,1.0000338662198982,1.7150042252778164e-05,0.5358179215895889,1.0052573159473857,1.033254132540905,0.9306516302967682,1.707945311165763,-300.48281856830516,0.7501913795659227,True,-29.678395394853396,29.678395394853396,3.0620434077310854e-05
dsgdb9nsd_002825,True,291,-342.4936593497,0.750543,True,162,169,27.0,27.0,26.0,26.0,0.0,0.0,True,0,0,0,0,0.9663768042801604,0.1127078103854488,0.1833662883952213,0.9987813449651678,0.9915149070191914,0.0349092399635424,1.000039599354709,0.9999993017166472,-4.029763806190356e-05,0.1416010493758751,7.645210855165103,1.914352181461191,1.3627945768687872,3.650994736428247,-342.49565368441984,0.7503541996885446,True,1.9943347198250194,1.9943347198250194,0.000188800311455406
dsgdb9nsd_003191,True,4677,-269.6304680661,0.893907,True,174,181,26.0,26.0,25.0,25.0,0.0,0.0,True,0,0,0,0,0.9979230436802352,0.9578376906629869,0.045573636235928,0.9994237857595152,0.9866730409068034,0.0240044629284809,0.999853801946984,0.9999166510287922,6.284908180820281e-05,0.4834644309943823,4.603238631451623,0.8429146227541058,0.637591169678544,1.4627904799097249,-269.63122029288184,0.7505902599542793,True,0.7522267818558248,0.7522267818558248,0.1433167400457207
dsgdb9nsd_003381,True,292,-306.6351929392,0.750138,True,174,181,27.0,27.0,26.0,26.0,0.0,0.0,True,0,0,0,0,0.9622071298150904,0.005076757708274,0.1944038841816431,0.9986063457848436,0.990225130447886,0.037331678440119,0.9999919030335004,0.9999725610994208,-1.93419340795975e-05,0.0097886036543817,10.199537262217904,2.044522113229485,0.9129281830011774,1.7074312868230153,-306.6353320050211,0.7501250741347221,True,0.13906582108802468,0.13906582108802468,1.2925865277901849e-05
dsgdb9nsd_003652,True,347,-302.8563503034,0.750262,True,174,181,27.0,27.0,26.0,26.0,0.0,0.0,True,0,0,0,0,0.9619223592276414,0.0001037605558928,0.1951349296572978,0.9988736944945896,0.9823116589173853,0.0335604753454189,0.9998166533282596,0.9998474138587912,3.076053053163719e-05,-0.0269057789585386,7.401051891924901,2.017553198989798,1.327744448556205,4.102648620788725,-302.85665843111497,0.7503256877491893,True,0.3081277149590278,0.3081277149590278,-6.368774918930065e-05
dsgdb9nsd_003653,True,417,-322.6209619112,0.911553,True,168,175,27.0,27.0,26.0,26.0,0.0,0.0,True,0,0,0,0,0.9610418176057144,2.738246969381404e-06,0.1973782723459849,0.9975116727785124,0.952769662883588,0.0498831356420927,0.9996645750726504,0.9999139579644074,0.0002493828917569,0.2459382476013032,1.721603819636462,1.3921712748081416,1.752065277602905,4.930215966634336,-322.65203322814847,0.855174344957959,True,31.071316948441563,31.071316948441563,0.05637865504204098
dsgdb9nsd_003680,True,395,-322.64999066,0.810894,True,168,175,27.0,27.0,26.0,26.0,0.0,0.0,True,0,0,0,0,0.9693417242683046,0.1968781083734384,0.175095047707511,0.9983256676540836,0.980283950154104,0.0409186063535457,0.999901035738514,1.0000199170100723,0.0001188812715582,0.0483232526164169,6.282225593718255,2.021311859997011,0.4232654241059091,0.7565894547157628,-322.62203912831495,0.7505792984531681,True,-27.951531685062037,27.951531685062037,0.06031470154683194
dsgdb9nsd_003701,True,73,-318.7878642267,0.849862,True,168,175,27.0,27.0,26.0,26.0,0.0,0.0,True,0,0,0,0,0.9997892372258682,0.9947124736065128,0.0145176710987614,0.9999874474327276,0.9998656438768548,0.0035429602414237,1.0000036788390223,1.0000029244557052,-7.543833173695447e-07,0.9998429512324156,0.0180934637692143,0.0429173313815496,0.0174184990284083,0.0462955511525791,-318.7875282734322,0.8503693586072387,True,-0.33595326777913215,0.33595326777913215,-0.0005073586072387171
dsgdb9nsd_003716,True,55,-302.8513022091,0.750888,True,174,181,27.0,27.0,26.0,26.0,0.0,0.0,True,0,0,0,0,0.9998877045423816,0.9971216834325344,0.0105969551107153,0.9999933267321658,0.9999507671797928,0.0025832668917936,0.999940987473199,0.9999412433625025,2.558893033022258e-07,0.9992752484658678,0.0381999996388712,0.0469229528735677,0.4083530802419172,1.3030027276828542,-302.8513057958607,0.751027776543367,True,0.0035867606698047894,0.0035867606698047894,-0.00013977654336705392
dsgdb9nsd_003853,True,431,-350.8255634738,0.757417,True,156,163,27.0,27.0,26.0,26.0,0.0,0.0,True,0,0,0,0,0.9611905079404018,0.0002201430100102,0.1970012488782703,0.997462832850379,0.9624746834313704,0.0503703002732855,0.9999705207836552,0.9999947960645056,2.427528085036101e-05,-0.0992378339837056,6.70326193427979,2.185618494049533,0.7404006161056471,1.7364964237067797,-350.82469656083333,0.7537448478262547,True,-0.866912966671407,0.866912966671407,0.00367215217374528
dsgdb9nsd_003889,True,15,-370.575729054,0.821947,True,150,157,27.0,27.0,26.0,26.0,0.0,0.0,True,0,0,0,0,0.9999793200078751,0.9995820941623832,0.0045475259345043,0.9999935531850472,0.9999437830194824,0.0025390578868825,1.0000006271833548,0.9999992768049664,-1.3503783884427634e-06,0.9999896059793264,0.0047882062306473,0.0091295263955912,0.0078864859716533,0.0142731974139039,-370.574649058766,0.8217025488794825,True,-1.0799952340221353,1.0799952340221353,0.00024445112051751927
dsgdb9nsd_004117,True,93,-362.8184311751,0.759878,True,210,218,32.0,32.0,31.0,31.0,0.0,0.0,True,0,0,0,0,0.9993176787093928,0.9784841448261664,0.0261212804166839,0.9999890986241468,0.9999394241512216,0.0033017231642663,0.999920448543318,0.999952165078508,3.171653518996287e-05,0.995354635854926,0.0985234007409593,0.1844500268975787,2.132266152570783,4.6955276127396965,-362.81965169564114,0.760168517556675,True,1.2205205411532916,1.2205205411532916,-0.00029051755667497403
dsgdb9nsd_004953,True,16,-412.3279185254,0.789052,True,168,176,30.0,30.0,29.0,29.0,0.0,0.0,True,0,0,0,0,0.999993121266023,0.9999641068646796,0.0026227340652358,0.999994119583529,0.9999708824129004,0.002424957003934,0.9999878837930132,0.9999869186874863,-9.651055266068909e-07,0.999898837210025,0.0142705886218845,0.0160708879220548,0.0043857049891939,0.011216821884608,-412.3266754456538,0.7889892171388233,True,-1.2430797461888687,1.2430797461888687,6.278286117666898e-05
dsgdb9nsd_004958,True,2164,-308.7572120594,1.173212,True,204,212,30.0,30.0,29.0,29.0,0.0,0.0,True,0,0,0,0,0.9642480943930284,0.0345489087313786,0.1890817431878906,0.9962691500218396,0.9485170435512148,0.0610806841657866,0.9999672449496628,0.9999908658014904,2.3620851827721445e-05,0.095485544138401,0.995510329752794,0.9381398636875746,1.7550204694644669,4.573982332345422,-308.76025898610413,1.1618229291515476,True,3.0469267041439707,3.0469267041439707,0.01138907084845231
