molecule,dalpha,dbeta
dsgdb9nsd_000441,0.0,1.1
dsgdb9nsd_000441,0.0,1.9
dsgdb9nsd_003456,1.3,0.7
dsgdb9nsd_003456,1.3,0.0
dsgdb9nsd_003456,0.9,0.2
dsgdb9nsd_003456,1.3,0.2
dsgdb9nsd_003456,1.3,0.2
dsgdb9nsd_003456,1.3,0.8
dsgdb9nsd_003456,1.0,0.2
dsgdb9nsd_003456,1.3,0.2
dsgdb9nsd_000335,0.8,1.1
dsgdb9nsd_000335,0.9,2.0
dsgdb9nsd_000335,0.9,0.1
dsgdb9nsd_000335,0.8,1.8
dsgdb9nsd_000335,0.9,2.0
dsgdb9nsd_000335,0.8,2.0
dsgdb9nsd_000335,0.9,2.0
dsgdb9nsd_000335,0.8,2.0
dsgdb9nsd_000335,0.9,2.0
dsgdb9nsd_000335,0.9,2.0
dsgdb9nsd_000335,0.8,2.0
dsgdb9nsd_000335,0.8,0.1
dsgdb9nsd_000335,1.1,0.6
dsgdb9nsd_000335,0.8,0.1
dsgdb9nsd_000335,0.9,2.0
dsgdb9nsd_000335,1.1,0.6
dsgdb9nsd_000335,1.1,0.6
dsgdb9nsd_000335,0.9,0.2
dsgdb9nsd_000335,0.8,2.0
dsgdb9nsd_000335,1.0,2.0
dsgdb9nsd_000335,1.1,0.7
dsgdb9nsd_000335,0.9,0.9
dsgdb9nsd_000335,1.1,1.2
dsgdb9nsd_000335,0.8,2.0
dsgdb9nsd_019948,1.2,1.0
dsgdb9nsd_019948,1.2,0.1
dsgdb9nsd_019948,0.9,0.1
dsgdb9nsd_019948,1.2,0.1
dsgdb9nsd_019948,1.2,1.9
dsgdb9nsd_019948,1.2,1.7
dsgdb9nsd_019948,1.2,1.0
dsgdb9nsd_019948,1.2,1.0
dsgdb9nsd_019948,1.2,0.1
dsgdb9nsd_019948,1.2,1.3
dsgdb9nsd_019948,1.2,0.1
dsgdb9nsd_019948,1.2,0.3
dsgdb9nsd_019948,1.2,0.1
dsgdb9nsd_019948,1.2,0.1
dsgdb9nsd_019948,1.0,0.8
dsgdb9nsd_028521,1.5,1.7
dsgdb9nsd_028521,1.5,1.7
dsgdb9nsd_028521,1.5,1.7
dsgdb9nsd_028521,1.5,1.7
dsgdb9nsd_028521,1.5,1.7
dsgdb9nsd_013327,0.0,1.1
dsgdb9nsd_013327,0.0,1.1
dsgdb9nsd_013327,0.0,1.1
dsgdb9nsd_013327,0.0,1.1
dsgdb9nsd_013327,0.0,1.1
dsgdb9nsd_004014,1.0,0.1
dsgdb9nsd_004014,1.0,0.1
dsgdb9nsd_004014,1.0,0.1
dsgdb9nsd_004014,0.7,0.1
dsgdb9nsd_004014,0.9,1.3
dsgdb9nsd_004014,1.0,0.2
dsgdb9nsd_004014,0.9,0.1
dsgdb9nsd_004014,0.9,0.1
dsgdb9nsd_000610,1.3,0.2
dsgdb9nsd_000610,1.4,0.3
dsgdb9nsd_000610,1.2,1.9
dsgdb9nsd_000610,1.3,0.5
dsgdb9nsd_000610,1.0,1.0
dsgdb9nsd_000610,1.1,0.7
dsgdb9nsd_000610,1.2,1.5
dsgdb9nsd_000610,0.8,1.8
dsgdb9nsd_000610,1.5,0.2
dsgdb9nsd_000610,1.0,0.2
dsgdb9nsd_000610,1.0,1.7
dsgdb9nsd_000610,1.3,0.2
dsgdb9nsd_000610,1.2,1.5
dsgdb9nsd_000610,1.3,0.2
dsgdb9nsd_000610,1.3,1.0
dsgdb9nsd_000610,1.0,0.2
dsgdb9nsd_000610,1.0,0.2
dsgdb9nsd_000610,1.0,1.7
dsgdb9nsd_000610,1.3,1.6
dsgdb9nsd_000610,1.0,0.2
dsgdb9nsd_000610,1.0,0.2
dsgdb9nsd_000610,1.3,0.1
dsgdb9nsd_000610,1.0,1.7
dsgdb9nsd_000610,1.0,1.1
dsgdb9nsd_000610,1.3,0.2
dsgdb9nsd_000610,1.3,1.4
dsgdb9nsd_000610,1.0,0.2
dsgdb9nsd_000610,1.0,0.2
dsgdb9nsd_000610,1.3,0.2
dsgdb9nsd_000610,1.2,1.5
dsgdb9nsd_000610,1.5,1.5
dsgdb9nsd_032737,0.0,1.1
dsgdb9nsd_032737,0.0,1.1
dsgdb9nsd_032737,0.0,0.9
dsgdb9nsd_032737,0.0,1.0
dsgdb9nsd_008699,0.0,1.7
dsgdb9nsd_008699,0.0,1.7
dsgdb9nsd_008699,0.0,1.7
dsgdb9nsd_008699,0.0,1.7
dsgdb9nsd_008699,0.0,1.7
dsgdb9nsd_084527,0.5,0.8
dsgdb9nsd_084527,0.5,0.4
dsgdb9nsd_084527,0.5,0.4
dsgdb9nsd_084527,0.5,0.4
dsgdb9nsd_084527,0.5,0.4
dsgdb9nsd_084527,0.5,0.8
dsgdb9nsd_084527,0.5,0.4
dsgdb9nsd_033367,0.4,0.2
dsgdb9nsd_033367,0.4,0.2
dsgdb9nsd_033367,0.4,0.2
dsgdb9nsd_033367,0.4,0.2
dsgdb9nsd_033367,0.4,0.2
dsgdb9nsd_072639,1.4,1.1
dsgdb9nsd_072639,0.9,1.8
dsgdb9nsd_072639,0.9,1.8
dsgdb9nsd_072639,0.9,1.8
dsgdb9nsd_058674,0.0,1.8
dsgdb9nsd_058674,0.0,1.2
dsgdb9nsd_058674,0.0,1.5
dsgdb9nsd_058674,0.0,1.7
dsgdb9nsd_058674,0.0,1.8
dsgdb9nsd_003421,0.0,1.9
dsgdb9nsd_003421,0.0,1.9
dsgdb9nsd_003421,0.0,1.8
dsgdb9nsd_003421,0.0,1.7
dsgdb9nsd_087284,0.2,0.7
dsgdb9nsd_087284,0.2,0.0
dsgdb9nsd_087284,0.2,0.7
dsgdb9nsd_087284,0.2,0.7
dsgdb9nsd_087284,0.2,0.5
dsgdb9nsd_087284,0.3,0.0
dsgdb9nsd_087284,0.2,0.1
dsgdb9nsd_087284,0.2,0.9
dsgdb9nsd_087284,0.2,0.7
dsgdb9nsd_087284,0.3,0.3
dsgdb9nsd_003730,0.0,0.9
dsgdb9nsd_003730,0.0,0.9
dsgdb9nsd_003730,0.0,0.9
dsgdb9nsd_003730,0.0,0.9
dsgdb9nsd_003730,0.0,0.9
dsgdb9nsd_003125,0.0,1.9
dsgdb9nsd_003125,0.0,1.3
dsgdb9nsd_003125,0.0,1.9
dsgdb9nsd_003125,0.0,1.9
dsgdb9nsd_003125,0.0,1.9
dsgdb9nsd_003125,0.0,1.9
dsgdb9nsd_003125,0.0,1.3
dsgdb9nsd_007736,0.0,1.7
dsgdb9nsd_007736,0.0,1.7
dsgdb9nsd_007736,0.0,1.3
dsgdb9nsd_007736,0.0,1.7
dsgdb9nsd_006948,0.0,1.8
dsgdb9nsd_006948,0.0,1.8
dsgdb9nsd_006948,0.0,1.8
dsgdb9nsd_006948,0.0,1.5
dsgdb9nsd_006948,0.0,1.8
dsgdb9nsd_002852,0.0,0.7
dsgdb9nsd_002852,0.0,0.7
dsgdb9nsd_002852,0.0,0.7
dsgdb9nsd_002852,0.0,1.4
dsgdb9nsd_002852,0.0,1.1
dsgdb9nsd_002852,0.0,0.7
dsgdb9nsd_002852,0.0,1.1
dsgdb9nsd_002852,0.0,1.1
dsgdb9nsd_002852,0.0,0.8
dsgdb9nsd_002852,0.0,0.7
dsgdb9nsd_006489,1.2,1.9
dsgdb9nsd_006489,1.0,0.1
dsgdb9nsd_006489,0.9,0.8
dsgdb9nsd_006489,1.0,0.8
dsgdb9nsd_006489,1.0,0.8
dsgdb9nsd_006489,1.0,0.8
dsgdb9nsd_006489,1.0,1.6
dsgdb9nsd_006489,1.0,1.0
dsgdb9nsd_006489,1.2,1.9
dsgdb9nsd_006489,1.2,1.9
dsgdb9nsd_006489,1.0,0.8
dsgdb9nsd_006489,0.7,0.9
dsgdb9nsd_006489,1.2,1.9
dsgdb9nsd_006489,1.0,1.1
dsgdb9nsd_006489,1.0,2.0
dsgdb9nsd_006489,0.9,0.8
dsgdb9nsd_006489,0.9,0.8
dsgdb9nsd_003612,0.0,1.2
dsgdb9nsd_003612,0.0,1.3
dsgdb9nsd_003612,0.0,1.2
dsgdb9nsd_003612,0.0,1.4
dsgdb9nsd_003612,0.0,1.2
dsgdb9nsd_003612,0.0,1.2
dsgdb9nsd_003612,0.0,1.2
dsgdb9nsd_003612,0.0,1.2
dsgdb9nsd_020145,0.0,1.3
dsgdb9nsd_020145,0.0,1.2
dsgdb9nsd_020145,0.0,1.2
dsgdb9nsd_020145,0.0,1.3
dsgdb9nsd_020145,0.0,1.3
dsgdb9nsd_104707,0.6,0.1
dsgdb9nsd_104707,0.8,1.8
dsgdb9nsd_104707,0.8,0.1
dsgdb9nsd_104707,0.6,0.8
dsgdb9nsd_104707,0.6,0.8
dsgdb9nsd_104707,0.6,0.8
dsgdb9nsd_104707,0.6,0.1
dsgdb9nsd_104707,0.6,0.8
dsgdb9nsd_104707,0.8,0.1
dsgdb9nsd_104707,0.6,1.5
dsgdb9nsd_104707,0.6,0.1
dsgdb9nsd_104707,0.8,1.8
dsgdb9nsd_003723,0.0,0.3
dsgdb9nsd_003723,0.0,0.3
dsgdb9nsd_003723,0.0,0.3
dsgdb9nsd_003723,0.0,0.6
dsgdb9nsd_003723,0.0,0.3
dsgdb9nsd_125632,0.7,0.5
dsgdb9nsd_125632,0.7,1.0
dsgdb9nsd_125632,0.8,1.8
dsgdb9nsd_125632,0.7,1.0
dsgdb9nsd_125632,0.7,1.0
dsgdb9nsd_125632,0.7,1.3
dsgdb9nsd_125632,0.7,1.0
dsgdb9nsd_125632,1.1,0.6
dsgdb9nsd_125632,0.7,1.7
dsgdb9nsd_125632,0.8,1.8
dsgdb9nsd_125632,0.7,1.0
dsgdb9nsd_125632,1.0,1.7
dsgdb9nsd_002271,0.1,1.2
dsgdb9nsd_002271,0.1,1.0
dsgdb9nsd_002271,0.1,1.0
dsgdb9nsd_002271,0.1,1.0
dsgdb9nsd_002271,0.1,1.0
dsgdb9nsd_002271,0.1,1.0
dsgdb9nsd_002271,0.1,1.0
dsgdb9nsd_002271,0.1,1.0
dsgdb9nsd_002271,0.1,1.1
dsgdb9nsd_062340,0.0,0.8
dsgdb9nsd_062340,0.0,0.7
dsgdb9nsd_062340,0.0,0.7
dsgdb9nsd_062340,0.0,0.7
dsgdb9nsd_062340,0.0,0.7
dsgdb9nsd_062340,0.0,0.7
dsgdb9nsd_062340,0.0,0.9
dsgdb9nsd_062340,0.0,0.7
dsgdb9nsd_003713,0.5,1.5
dsgdb9nsd_003713,0.5,1.5
dsgdb9nsd_004845,0.0,0.3
dsgdb9nsd_004845,0.0,0.3
dsgdb9nsd_004845,0.0,0.3
dsgdb9nsd_004845,0.0,0.3
dsgdb9nsd_004845,0.0,0.3
dsgdb9nsd_016137,0.0,1.1
dsgdb9nsd_016137,0.0,1.1
dsgdb9nsd_016137,0.0,1.1
dsgdb9nsd_016137,0.0,1.1
dsgdb9nsd_016137,0.0,1.1
dsgdb9nsd_105732,0.6,0.5
dsgdb9nsd_105732,1.0,0.8
dsgdb9nsd_105732,0.9,0.8
dsgdb9nsd_105732,1.2,1.3
dsgdb9nsd_105732,0.9,0.0
dsgdb9nsd_105732,0.9,0.9
dsgdb9nsd_105732,1.2,1.9
dsgdb9nsd_105732,1.2,1.3
dsgdb9nsd_105732,1.2,1.9
dsgdb9nsd_105732,1.2,1.9
dsgdb9nsd_105732,0.9,0.8
dsgdb9nsd_105732,0.9,0.8
dsgdb9nsd_105732,0.9,0.8
dsgdb9nsd_105732,0.9,0.9
dsgdb9nsd_105732,0.9,0.8
dsgdb9nsd_105732,0.9,0.9
dsgdb9nsd_105732,0.9,0.9
dsgdb9nsd_105732,0.7,0.8
dsgdb9nsd_010353,0.0,1.6
dsgdb9nsd_010353,0.0,1.6
dsgdb9nsd_038135,0.1,1.9
dsgdb9nsd_038135,0.1,1.9
dsgdb9nsd_038135,0.1,1.9
dsgdb9nsd_038135,0.1,1.9
dsgdb9nsd_038135,0.1,1.8
dsgdb9nsd_038135,0.0,0.5
dsgdb9nsd_003172,0.0,0.7
dsgdb9nsd_003172,0.0,0.7
dsgdb9nsd_003172,0.0,0.9
dsgdb9nsd_003172,0.0,0.9
dsgdb9nsd_003172,0.0,0.9
dsgdb9nsd_003172,0.0,0.7
dsgdb9nsd_003172,0.0,0.9
dsgdb9nsd_003172,0.0,0.7
dsgdb9nsd_003172,0.0,0.9
dsgdb9nsd_015101,0.0,1.1
dsgdb9nsd_015101,0.0,1.1
dsgdb9nsd_015101,0.0,1.1
dsgdb9nsd_126656,0.0,0.8
dsgdb9nsd_126656,0.0,0.7
dsgdb9nsd_126656,0.0,1.1
dsgdb9nsd_126656,0.0,1.1
dsgdb9nsd_126656,0.0,0.7
dsgdb9nsd_049366,1.1,0.6
dsgdb9nsd_049366,0.9,0.1
dsgdb9nsd_049366,0.9,0.1
dsgdb9nsd_049366,0.9,0.1
dsgdb9nsd_049366,0.9,0.4
dsgdb9nsd_049366,0.9,0.3
dsgdb9nsd_049366,0.9,0.7
dsgdb9nsd_049366,0.9,0.8
dsgdb9nsd_049366,0.9,0.1
dsgdb9nsd_049366,1.1,0.6
dsgdb9nsd_049366,1.4,0.1
dsgdb9nsd_049366,0.9,0.1
dsgdb9nsd_049366,0.9,0.1
dsgdb9nsd_003459,0.0,1.7
dsgdb9nsd_003459,0.0,1.7
dsgdb9nsd_003459,0.0,1.8
dsgdb9nsd_003459,0.0,1.7
dsgdb9nsd_003459,0.0,1.7
dsgdb9nsd_003459,0.0,1.7
dsgdb9nsd_006423,0.8,1.2
dsgdb9nsd_006423,0.8,1.2
dsgdb9nsd_006423,0.8,1.2
dsgdb9nsd_006423,0.8,1.5
dsgdb9nsd_006423,0.8,1.3
dsgdb9nsd_006423,0.8,0.1
dsgdb9nsd_006423,0.8,1.2
dsgdb9nsd_006423,0.8,1.2
dsgdb9nsd_006423,0.8,0.9
dsgdb9nsd_006423,0.8,0.3
dsgdb9nsd_006423,0.8,1.2
dsgdb9nsd_006423,0.8,1.2
dsgdb9nsd_001310,0.9,0.4
dsgdb9nsd_001310,1.2,1.9
dsgdb9nsd_001310,0.9,1.8
dsgdb9nsd_001310,1.2,1.0
dsgdb9nsd_001310,0.9,0.4
dsgdb9nsd_001310,1.2,1.0
dsgdb9nsd_001310,0.9,1.8
dsgdb9nsd_001310,0.9,0.7
dsgdb9nsd_001310,1.2,1.9
dsgdb9nsd_001310,1.1,0.4
dsgdb9nsd_001310,0.9,1.8
dsgdb9nsd_001310,0.9,1.6
dsgdb9nsd_001310,0.9,0.4
dsgdb9nsd_001310,0.9,0.4
dsgdb9nsd_001310,0.9,0.4
dsgdb9nsd_001310,0.9,1.8
dsgdb9nsd_001310,0.9,0.8
dsgdb9nsd_001310,0.9,0.4
dsgdb9nsd_001310,0.9,1.8
dsgdb9nsd_001310,1.2,1.0
dsgdb9nsd_003726,0.8,1.8
dsgdb9nsd_003726,0.8,0.4
dsgdb9nsd_003726,0.8,0.4
dsgdb9nsd_003726,0.8,1.8
dsgdb9nsd_003726,0.8,0.4
dsgdb9nsd_010661,0.0,1.9
dsgdb9nsd_093508,0.0,0.5
dsgdb9nsd_093508,0.0,1.3
dsgdb9nsd_093508,0.0,1.1
dsgdb9nsd_093508,0.0,0.5
dsgdb9nsd_093508,0.0,0.5
dsgdb9nsd_093508,0.0,1.1
dsgdb9nsd_093508,0.0,1.1
dsgdb9nsd_093508,0.0,0.5
dsgdb9nsd_093508,0.0,1.6
dsgdb9nsd_093508,0.0,1.1
dsgdb9nsd_009860,0.0,1.1
dsgdb9nsd_009860,0.1,1.9
dsgdb9nsd_009860,0.0,1.2
dsgdb9nsd_009860,0.2,0.7
dsgdb9nsd_009860,0.1,0.0
dsgdb9nsd_009860,0.2,0.0
dsgdb9nsd_009860,0.2,1.0
dsgdb9nsd_009860,0.2,0.0
dsgdb9nsd_020441,0.0,1.1
dsgdb9nsd_020441,0.0,1.1
dsgdb9nsd_020441,0.0,1.1
dsgdb9nsd_020441,0.0,1.1
dsgdb9nsd_020441,0.0,1.1
dsgdb9nsd_003402,0.5,1.7
dsgdb9nsd_003402,0.5,1.7
dsgdb9nsd_003402,0.5,1.7
dsgdb9nsd_003402,0.5,1.7
dsgdb9nsd_003402,0.5,1.7
dsgdb9nsd_002377,0.7,1.6
dsgdb9nsd_002377,1.1,0.6
dsgdb9nsd_002377,0.9,0.8
dsgdb9nsd_002377,1.2,1.9
dsgdb9nsd_002377,0.7,0.3
dsgdb9nsd_002377,1.0,1.8
dsgdb9nsd_002377,0.7,1.6
dsgdb9nsd_002377,1.0,1.6
dsgdb9nsd_002377,1.0,1.6
dsgdb9nsd_002377,1.0,2.0
dsgdb9nsd_002377,1.2,0.9
dsgdb9nsd_002377,1.0,1.6
dsgdb9nsd_002377,0.7,1.6
dsgdb9nsd_002377,1.2,1.9
dsgdb9nsd_002377,1.2,1.9
dsgdb9nsd_002377,1.2,1.9
dsgdb9nsd_002377,0.7,1.6
dsgdb9nsd_002377,1.0,1.6
dsgdb9nsd_002377,1.0,1.6
dsgdb9nsd_002377,1.1,0.6
dsgdb9nsd_002377,1.1,1.9
dsgdb9nsd_002377,1.0,0.2
dsgdb9nsd_002377,1.0,0.1
dsgdb9nsd_002377,0.7,1.6
dsgdb9nsd_002377,1.0,1.6
dsgdb9nsd_030165,0.7,0.0
dsgdb9nsd_030165,0.7,0.0
dsgdb9nsd_030165,0.7,0.0
dsgdb9nsd_030165,0.7,0.0
dsgdb9nsd_001304,0.0,2.0
dsgdb9nsd_001304,0.0,1.8
dsgdb9nsd_001304,0.0,1.8
dsgdb9nsd_001304,0.0,1.8
dsgdb9nsd_001304,0.0,1.8
dsgdb9nsd_001304,0.0,1.8
dsgdb9nsd_001304,0.0,1.9
dsgdb9nsd_001304,0.0,1.9
dsgdb9nsd_001304,0.0,1.8
dsgdb9nsd_001304,0.0,1.9
dsgdb9nsd_001304,0.0,1.8
dsgdb9nsd_020618,0.0,1.6
dsgdb9nsd_070108,0.0,1.7
dsgdb9nsd_085629,0.2,0.0
dsgdb9nsd_085629,0.2,0.7
dsgdb9nsd_085629,0.2,1.0
dsgdb9nsd_085629,0.1,0.0
dsgdb9nsd_085629,0.3,0.2
dsgdb9nsd_085629,0.3,0.0
dsgdb9nsd_085629,0.3,1.8
dsgdb9nsd_085629,0.2,0.2
dsgdb9nsd_050977,0.1,0.5
dsgdb9nsd_050977,0.1,0.5
dsgdb9nsd_050977,0.1,0.4
dsgdb9nsd_050977,0.1,0.5
dsgdb9nsd_050977,0.1,0.4
dsgdb9nsd_050977,0.1,0.4
dsgdb9nsd_050977,0.2,0.5
dsgdb9nsd_050977,0.2,0.5
dsgdb9nsd_050977,0.1,0.4
dsgdb9nsd_004133,0.8,1.8
dsgdb9nsd_004133,0.8,0.1
dsgdb9nsd_004133,0.8,0.4
dsgdb9nsd_004133,1.1,0.6
dsgdb9nsd_004133,0.8,2.0
dsgdb9nsd_004133,0.8,1.4
dsgdb9nsd_004133,0.8,1.0
dsgdb9nsd_004133,1.1,0.6
dsgdb9nsd_004133,0.8,1.4
dsgdb9nsd_021482,1.1,0.6
dsgdb9nsd_021482,1.1,0.6
dsgdb9nsd_021482,1.0,0.9
dsgdb9nsd_021482,1.0,0.9
dsgdb9nsd_021482,1.0,0.5
dsgdb9nsd_021482,1.0,0.5
dsgdb9nsd_021482,1.1,0.6
dsgdb9nsd_021482,1.0,0.9
dsgdb9nsd_021482,1.0,0.9
dsgdb9nsd_021482,1.0,0.9
dsgdb9nsd_021482,1.1,0.6
dsgdb9nsd_074631,0.0,1.8
dsgdb9nsd_074631,0.0,1.8
dsgdb9nsd_074631,0.0,1.8
dsgdb9nsd_074631,0.0,1.8
dsgdb9nsd_074631,0.0,1.6
dsgdb9nsd_074631,0.0,2.0
dsgdb9nsd_011136,0.0,1.1
dsgdb9nsd_011136,0.0,1.1
dsgdb9nsd_011136,0.0,1.1
dsgdb9nsd_011136,0.0,1.1
dsgdb9nsd_011136,0.0,0.7
dsgdb9nsd_011136,0.0,1.1
dsgdb9nsd_113531,0.0,0.3
dsgdb9nsd_113531,0.0,0.4
dsgdb9nsd_113531,0.0,0.3
dsgdb9nsd_113531,0.0,0.3
dsgdb9nsd_113531,0.0,0.3
dsgdb9nsd_113531,0.0,0.5
dsgdb9nsd_023870,0.0,1.5
dsgdb9nsd_023870,0.0,1.8
dsgdb9nsd_023870,0.0,1.8
dsgdb9nsd_023870,0.0,1.8
dsgdb9nsd_023870,0.0,1.1
dsgdb9nsd_023870,0.0,1.8
dsgdb9nsd_023870,0.0,1.1
dsgdb9nsd_023870,0.0,1.8
dsgdb9nsd_023870,0.0,1.8
dsgdb9nsd_085891,0.0,0.8
dsgdb9nsd_085891,0.0,1.1
dsgdb9nsd_085891,0.0,1.1
dsgdb9nsd_085891,0.0,0.8
dsgdb9nsd_085891,0.0,0.8
dsgdb9nsd_085891,0.0,0.7
dsgdb9nsd_085891,0.0,0.8
dsgdb9nsd_085891,0.0,0.7
dsgdb9nsd_085891,0.0,0.8
dsgdb9nsd_085891,0.0,0.8
dsgdb9nsd_009307,0.5,1.7
dsgdb9nsd_009307,0.5,1.7
dsgdb9nsd_009307,0.5,1.7
dsgdb9nsd_009307,0.5,1.7
dsgdb9nsd_000183,0.9,0.4
dsgdb9nsd_000183,0.9,0.1
dsgdb9nsd_000183,0.9,0.4
dsgdb9nsd_000183,0.9,0.4
dsgdb9nsd_000183,0.9,0.4
dsgdb9nsd_000183,0.9,0.3
dsgdb9nsd_000183,0.9,0.0
dsgdb9nsd_000183,0.8,1.8
dsgdb9nsd_000183,0.9,0.1
dsgdb9nsd_000183,0.9,0.4
dsgdb9nsd_000183,0.9,0.1
dsgdb9nsd_000183,0.9,0.4
dsgdb9nsd_000183,1.3,0.2
dsgdb9nsd_000183,0.8,0.1
dsgdb9nsd_000183,1.3,0.2
dsgdb9nsd_000183,0.9,0.4
dsgdb9nsd_000183,1.3,0.1
dsgdb9nsd_000183,0.9,0.1
dsgdb9nsd_022937,0.5,1.7
dsgdb9nsd_022937,0.5,1.7
dsgdb9nsd_022937,0.9,1.7
dsgdb9nsd_022937,0.5,1.7
dsgdb9nsd_022937,0.5,1.7
dsgdb9nsd_022937,0.5,1.7
dsgdb9nsd_022937,0.5,1.7
dsgdb9nsd_014505,0.0,1.8
dsgdb9nsd_014505,0.0,1.8
dsgdb9nsd_014505,0.0,1.8
dsgdb9nsd_014505,0.0,1.8
dsgdb9nsd_002196,0.0,0.9
dsgdb9nsd_002196,0.0,0.7
dsgdb9nsd_002196,0.0,0.8
dsgdb9nsd_002196,0.0,0.7
dsgdb9nsd_002196,0.0,0.7
dsgdb9nsd_002196,0.0,0.7
dsgdb9nsd_002196,0.0,0.7
dsgdb9nsd_002196,0.0,0.7
dsgdb9nsd_002196,0.0,0.7
dsgdb9nsd_016416,0.0,0.5
dsgdb9nsd_016416,0.0,0.5
dsgdb9nsd_016416,0.0,0.5
dsgdb9nsd_016416,0.0,0.5
dsgdb9nsd_016416,0.0,0.5
dsgdb9nsd_010869,0.0,1.3
dsgdb9nsd_010869,0.0,1.3
dsgdb9nsd_010869,0.0,1.3
dsgdb9nsd_010869,0.0,1.3
dsgdb9nsd_021101,0.5,1.7
dsgdb9nsd_021101,0.5,1.7
dsgdb9nsd_021101,0.5,1.7
dsgdb9nsd_021101,0.5,1.7
dsgdb9nsd_039071,0.0,1.3
dsgdb9nsd_039071,0.0,1.3
dsgdb9nsd_000579,0.9,1.4
dsgdb9nsd_000579,0.9,1.7
dsgdb9nsd_000579,0.9,1.7
dsgdb9nsd_000579,0.9,1.4
dsgdb9nsd_000579,0.9,1.7
dsgdb9nsd_000579,0.9,1.7
dsgdb9nsd_000579,1.1,0.6
dsgdb9nsd_000579,0.9,1.4
dsgdb9nsd_000579,0.9,1.7
dsgdb9nsd_000579,1.1,0.6
dsgdb9nsd_000579,0.9,1.7
dsgdb9nsd_000579,1.1,0.6
dsgdb9nsd_000579,0.9,1.4
dsgdb9nsd_000579,0.9,1.4
dsgdb9nsd_003779,0.0,1.1
dsgdb9nsd_003779,0.0,0.9
dsgdb9nsd_003779,0.0,0.9
dsgdb9nsd_003779,0.0,1.2
dsgdb9nsd_003779,0.0,1.2
dsgdb9nsd_003779,0.0,1.1
dsgdb9nsd_003779,0.0,0.9
dsgdb9nsd_003779,0.0,0.9
dsgdb9nsd_003779,0.0,0.9
dsgdb9nsd_003779,0.0,1.2
dsgdb9nsd_003353,0.0,0.7
dsgdb9nsd_003353,0.0,0.7
dsgdb9nsd_003353,0.0,0.8
dsgdb9nsd_003353,0.0,1.2
dsgdb9nsd_003353,0.0,0.3
dsgdb9nsd_003353,0.0,0.7
dsgdb9nsd_003353,0.0,0.7
dsgdb9nsd_003353,0.0,0.7
dsgdb9nsd_132030,1.1,0.6
dsgdb9nsd_015888,0.0,1.1
dsgdb9nsd_015888,0.0,1.2
dsgdb9nsd_015888,0.0,1.1
dsgdb9nsd_015888,0.0,0.9
dsgdb9nsd_015888,0.0,0.9
dsgdb9nsd_015888,0.0,1.1
dsgdb9nsd_015888,0.0,1.1
dsgdb9nsd_121737,0.0,0.9
dsgdb9nsd_121737,0.0,0.4
dsgdb9nsd_121737,0.0,1.2
dsgdb9nsd_121737,0.0,1.2
dsgdb9nsd_121737,0.0,1.1
dsgdb9nsd_004272,0.8,1.8
dsgdb9nsd_004272,0.8,1.8
dsgdb9nsd_004272,0.8,2.0
dsgdb9nsd_004272,0.8,0.1
dsgdb9nsd_004272,0.8,0.1
dsgdb9nsd_004272,0.8,0.1
dsgdb9nsd_004272,0.8,0.1
dsgdb9nsd_004272,0.8,0.1
dsgdb9nsd_007920,0.6,2.0
dsgdb9nsd_007920,0.7,1.0
dsgdb9nsd_007920,0.6,1.0
dsgdb9nsd_007920,0.6,1.0
dsgdb9nsd_007920,0.9,0.8
dsgdb9nsd_007920,0.6,1.0
dsgdb9nsd_007920,0.6,1.0
dsgdb9nsd_012351,0.0,0.7
dsgdb9nsd_012351,0.0,0.7
dsgdb9nsd_012351,0.0,0.7
dsgdb9nsd_033441,0.0,0.8
dsgdb9nsd_033441,0.0,1.1
dsgdb9nsd_033441,0.0,1.2
dsgdb9nsd_033441,0.0,0.8
dsgdb9nsd_033441,0.0,0.9
dsgdb9nsd_033441,0.0,1.1
dsgdb9nsd_033441,0.0,1.1
dsgdb9nsd_033441,0.0,0.8
dsgdb9nsd_033441,0.0,0.8
dsgdb9nsd_033441,0.0,1.1
dsgdb9nsd_006526,0.0,1.9
dsgdb9nsd_006526,0.0,1.9
dsgdb9nsd_006526,0.0,1.9
dsgdb9nsd_107767,0.5,1.2
dsgdb9nsd_107767,0.5,1.5
dsgdb9nsd_107767,0.5,1.5
dsgdb9nsd_107767,0.5,1.3
dsgdb9nsd_107767,0.8,1.3
dsgdb9nsd_107767,0.5,1.7
dsgdb9nsd_107767,0.5,1.5
dsgdb9nsd_107767,0.5,1.7
dsgdb9nsd_107767,0.5,1.7
dsgdb9nsd_107767,0.5,1.5
dsgdb9nsd_111426,0.0,1.7
dsgdb9nsd_111426,0.0,1.8
dsgdb9nsd_111426,0.0,2.0
dsgdb9nsd_111426,0.0,1.2
dsgdb9nsd_111426,0.0,1.8
dsgdb9nsd_111426,0.0,1.1
dsgdb9nsd_002527,0.1,0.5
dsgdb9nsd_002527,0.1,0.5
dsgdb9nsd_002527,0.1,0.4
dsgdb9nsd_002527,0.1,0.5
dsgdb9nsd_002527,0.1,0.5
dsgdb9nsd_002527,0.1,0.8
dsgdb9nsd_002527,0.1,0.5
dsgdb9nsd_002527,0.1,0.5
dsgdb9nsd_002527,0.1,0.5
dsgdb9nsd_124111,0.0,1.8
dsgdb9nsd_124111,0.0,1.5
dsgdb9nsd_124111,0.0,1.8
